#YY  MM DD hh mm WVHT SwH SwP WWH WWP SwD WWD STEEPNESS APD MWD
2025 11 24 05 30  1.6  1.1 13.3  1.1  9.5  NW   E      SWELL  7.5 315
2025 11 24 05 00  1.7  1.3 12.5  1.1  9.5 NNW  SE      SWELL  7.9 333
2025 11 24 04 30  1.7  1.3 12.5  1.1  8.7 NNW  SE      SWELL  7.8 334
2025 11 24 04 00  1.4  1.0 13.3  1.0  9.5  NW  SE      SWELL  7.2 317
2025 11 24 03 30  1.6  1.1 13.3  1.1  9.5  NW ESE      SWELL  7.5 320
2025 11 24 03 00  1.6  1.2 12.5  1.1  9.5  NW ESE      SWELL  7.6 317
2025 11 24 02 30  1.6  1.1 13.3  1.1  8.0  NW   E      SWELL  7.2 319
2025 11 24 02 00  1.6  1.1 13.3  1.1  9.5 NNW  SE      SWELL  7.3 338
2025 11 24 01 30  1.5  1.0 12.5  1.1  9.5  NW  SE    AVERAGE  7.1 322
2025 11 24 01 00  1.6  1.1 13.3  1.1  6.9  NW  NE      SWELL  7.4 316
2025 11 24 00 30  1.4  1.0 14.3  1.1  9.5  NW  SE    AVERAGE  6.9 318
2025 11 24 00 00  1.5  1.1 12.5  1.1  9.5  NW  SE      SWELL  7.2 324
2025 11 23 23 30  1.5  1.0 14.3  1.1  9.1 NNW  SE    AVERAGE  7.0 336
2025 11 23 23 00  1.6  1.1 13.3  1.2  8.7 NNW  SE    AVERAGE  7.3 328
2025 11 23 22 30  1.6  1.0 14.3  1.2  9.1 NNW  SE    AVERAGE  7.1 332
2025 11 23 22 00  1.5  1.0 13.3  1.1  9.5  NW SSE    AVERAGE  7.3 318
2025 11 23 21 30  1.6  1.1 14.3  1.1  8.0 NNW  SE      SWELL  7.7 334
2025 11 23 21 00  1.5  0.9 13.3  1.1  9.5  NW SSE    AVERAGE  6.9 321
2025 11 23 20 30  1.6  1.1 14.3  1.2  9.1 NNW  SE    AVERAGE  7.3 331
2025 11 23 20 00  1.6  1.1 13.3  1.2  9.5   W SSE    AVERAGE  7.5 272
2025 11 23 19 30  1.6  1.0 13.3  1.2  9.5  NW  SE    AVERAGE  7.2 315
2025 11 23 19 00  1.6  1.0 13.3  1.2  9.5  NW  SE    AVERAGE  7.0 315
2025 11 23 18 30  1.6  1.1 13.3  1.2  9.5 WNW  SE    AVERAGE  7.1 299
2025 11 23 18 00  1.5  1.0 13.3  1.2  8.7   W   E    AVERAGE  6.8 275
2025 11 23 17 30  1.5  0.9 10.0  1.2  9.1  SE  SE    AVERAGE  6.6 146
2025 11 23 17 00  1.4  0.9 13.3  1.2  8.7 WNW  SE    AVERAGE  6.4 285
2025 11 23 16 30  1.5  0.9 14.3  1.2  8.3 WNW   E    AVERAGE  6.7 296
2025 11 23 16 00  1.6  1.1 13.3  1.2  9.1 WSW ESE    AVERAGE  7.2 242
2025 11 23 15 30  1.5  0.9 10.0  1.2  8.7  SE   E    AVERAGE  6.8 140
2025 11 23 15 00  1.6  1.0 14.3  1.2  9.5 WSW  SE    AVERAGE  7.5 253
2025 11 23 14 30  1.6  1.1 13.3  1.2  9.1 WNW ESE    AVERAGE  8.0 293
2025 11 23 14 00  1.4  0.8 10.0  1.1  9.5  SE  SE    AVERAGE  7.2 140
2025 11 23 13 30  1.6  0.9 13.3  1.2  9.5 WNW  SE    AVERAGE  7.5 294
2025 11 23 13 00  1.6  1.0 14.3  1.2  9.5   W  SE    AVERAGE  7.6 260
2025 11 23 12 30  1.6  0.9 14.3  1.3  8.3   W ESE    AVERAGE  7.6 109
2025 11 23 12 00  1.7  1.0 10.0  1.4  9.1  SE  SE    AVERAGE  7.7 142
2025 11 23 11 30  1.6  1.0 14.3  1.3  9.5  SW  SE    AVERAGE  7.6 139
2025 11 23 11 00  1.6  0.9 14.3  1.3  9.5 WSW SSE    AVERAGE  7.5 152
2025 11 23 10 30  1.6  0.8 10.0  1.3  9.5 SSE  SE    AVERAGE  7.4 145
2025 11 23 10 00  1.5  0.9 14.3  1.2  9.1 WSW  SE    AVERAGE  7.3 145
2025 11 23 09 30  1.6  0.8 10.0  1.3  9.5 SSE SSE    AVERAGE  7.2 149
2025 11 23 09 00  1.6  0.9 10.0  1.3  9.1  SE  SE    AVERAGE  7.2 146
2025 11 23 08 30  1.6  0.8 10.0  1.3  9.5 SSE SSE    AVERAGE  6.8 149
2025 11 23 08 00  1.5  0.8 14.3  1.3  9.1 WSW  SE    AVERAGE  6.7 139
2025 11 23 07 30  1.5  0.8 10.5  1.3  9.1  SE  SE    AVERAGE  6.4 140
2025 11 23 07 00  1.6  0.9 10.0  1.3  9.5  SE SSE    AVERAGE  6.5 149
2025 11 23 06 30  1.6  0.9 15.4  1.4  9.1 WSW ESE    AVERAGE  6.4 121
2025 11 23 06 00  1.7  0.8 10.0  1.4  8.3  SE ESE    AVERAGE  6.1 105
2025 11 23 05 30  1.8  0.9 10.0  1.5  9.5  SE  SE    AVERAGE  6.1 137
2025 11 23 05 00  1.8  1.0 10.0  1.5  9.5 SSE  SE    AVERAGE  6.2 137
2025 11 23 04 30  1.8  0.9 10.0  1.6  7.7  SE   E    AVERAGE  5.6 145
2025 11 23 04 00  1.8  0.9 10.5  1.5  8.0  SE ENE    AVERAGE  5.8 141
2025 11 23 03 30  1.8  1.0 10.0  1.5  9.5  SE  SE    AVERAGE  6.5 138
2025 11 23 03 00  1.7  0.9 10.0  1.4  9.5 SSE SSE    AVERAGE  6.5 147
2025 11 23 02 30  1.7  0.8 10.0  1.6  9.5 SSE  SE    AVERAGE  6.5 126
2025 11 23 02 00  1.7  0.8 10.5  1.5  6.9  SE  NE    AVERAGE  6.3 144
2025 11 23 01 30  1.7  0.9 10.5  1.4  7.1  SE  NE    AVERAGE  6.2 143
2025 11 23 01 00  1.7  0.8 10.0  1.5  9.1  SE  SE      STEEP  6.0  58
2025 11 23 00 30  1.7  0.9 10.5  1.5  9.1 SSE  SE    AVERAGE  6.4 143
2025 11 23 00 00  1.7  0.9 10.0  1.4  9.5  SE ESE    AVERAGE  6.7 122
2025 11 22 23 30  1.5  0.8 10.0  1.3  9.1 SSE  SE    AVERAGE  6.8 129
2025 11 22 23 00  1.6  0.9 10.0  1.4  9.5 SSE  SE    AVERAGE  7.1 152
2025 11 22 22 30  1.6  0.7 10.0  1.4  9.1  SE ESE    AVERAGE  6.7 111
2025 11 22 22 00  1.6  0.8 10.0  1.3  9.1  SE  SE    AVERAGE  6.9 139
2025 11 22 21 30  1.7  0.8 10.0  1.5  9.1  SE  SE    AVERAGE  7.1 126
2025 11 22 21 00  1.7  0.9 10.0  1.4  9.5  SE  SE    AVERAGE  6.9 136
2025 11 22 20 30  1.8  0.9 10.0  1.6  9.5  SE  SE    AVERAGE  7.1 130
2025 11 22 20 00  1.7  0.9 10.0  1.4  7.4  SE ENE    AVERAGE  6.8 138
2025 11 22 19 30  1.7  0.8 10.0  1.5  9.5  SE  SE    AVERAGE  6.7 145
2025 11 22 19 00  1.6  0.8 10.0  1.4  9.5  SE  SE    AVERAGE  6.3 141
2025 11 22 18 30  1.7  0.9 10.5  1.5  7.1 SSE ENE    AVERAGE  6.6 148
2025 11 22 18 00  1.8  0.9 10.5  1.6  7.7  SE ENE      STEEP  6.5  64
2025 11 22 17 30  1.9  1.0 10.5  1.6  9.1  SE ENE    AVERAGE  6.7 141
2025 11 22 17 00  1.8  0.9 10.0  1.6  7.7  SE ENE      STEEP  6.4  58
2025 11 22 16 30  1.9  0.9 10.5  1.7  6.9  SE ENE    AVERAGE  6.2 140
2025 11 22 16 00  1.8  0.8 10.0  1.5  7.4  SE  NE      STEEP  6.2  53
2025 11 22 15 30  2.0  1.0 10.5  1.7  7.7  SE  NE      STEEP  6.7  54
2025 11 22 15 00  1.9  0.9 10.5  1.6  7.7  SE  NE      STEEP  6.5  52
2025 11 22 14 30  1.8  1.0 11.1  1.5  8.7  SE   E    AVERAGE  6.7 143
2025 11 22 14 00  1.8  0.9 10.5  1.5  8.3  SE ENE    AVERAGE  6.7  76
2025 11 22 13 30  1.6  0.8 10.5  1.4  8.0  SE ENE    AVERAGE  6.9  74
2025 11 22 13 00  1.7  0.9 10.0  1.4  8.7 ESE ESE    AVERAGE  7.1 104
2025 11 22 12 30  1.7  1.0 10.5  1.4  9.5  SE ESE    AVERAGE  7.0 139
2025 11 22 12 00  1.6  0.8 10.5  1.4  9.1  SE   E    AVERAGE  6.7 132
2025 11 22 11 30  1.7  1.0 10.0  1.4  9.1 ESE   E    AVERAGE  7.1 123
2025 11 22 11 00  1.6  0.9 11.1  1.3  9.5  SE   E    AVERAGE  7.0 140
2025 11 22 10 30  1.7  0.9 10.0  1.4  9.5 ESE   E    AVERAGE  7.2 116
2025 11 22 10 00  1.6  0.9 10.5  1.3  9.1  SE ESE    AVERAGE  7.2 139
2025 11 22 09 30  1.7  0.9 10.0  1.4  9.5  SE ESE    AVERAGE  7.2 116
2025 11 22 09 00  1.6  0.9 11.1  1.4  9.5  SE  SE    AVERAGE  6.9 127
2025 11 22 08 30  1.6  0.8 10.0  1.4  9.1  SE  SE    AVERAGE  6.4 133
2025 11 22 08 00  1.7  0.9 11.1  1.4  8.7  SE ESE    AVERAGE  6.4 129
2025 11 22 07 30  1.7  1.0 10.5  1.4  9.5  SE  SE    AVERAGE  7.1 135
2025 11 22 07 00  1.6  0.8 10.0  1.4  9.1  SE ESE    AVERAGE  7.2 119
2025 11 22 06 30  1.6  0.9 10.0  1.4  9.5  SE ESE    AVERAGE  7.1 120
2025 11 22 06 00  1.7  0.9 11.1  1.4  8.7  SE ESE    AVERAGE  7.2 125
2025 11 22 05 30  1.7  1.0 10.5  1.4  9.5  SE  SE    AVERAGE  7.2 137
2025 11 22 05 00  1.6  0.9 10.5  1.2  9.1 ESE   E    AVERAGE  7.1 123
2025 11 22 04 30  1.6  0.9 10.5  1.3  9.5  SE ESE    AVERAGE  7.1 126
2025 11 22 04 00  1.6  1.0 11.1  1.3  9.5 ESE  SE    AVERAGE  7.2 121
2025 11 22 03 30  1.6  1.0 10.0  1.3  9.5  SE   E    AVERAGE  7.4 130
2025 11 22 03 00  1.7  1.0 10.5  1.4  9.1  SE ESE    AVERAGE  7.3 125
2025 11 22 02 30  1.6  0.9 11.1  1.3  9.1  SE ESE    AVERAGE  7.2 135
2025 11 22 02 00  1.7  0.9 10.0  1.4  9.5  SE  SE    AVERAGE  7.3 140
2025 11 22 01 30  1.6  1.0 10.5  1.2  9.1  SE ESE    AVERAGE  7.3 141
2025 11 22 01 00  1.7  1.0 11.1  1.4  9.1 SSE   E    AVERAGE  7.4 101
2025 11 22 00 30  1.7  1.0 10.5  1.3  8.7 SSE ESE    AVERAGE  7.4 148
2025 11 22 00 00  1.6  0.9 11.1  1.3  8.7 SSE  SE    AVERAGE  7.1 153
2025 11 21 23 30  1.8  1.2 10.5  1.3  9.5  SE ESE    AVERAGE  7.6 140
2025 11 21 23 00  1.6  1.0 10.5  1.3  9.5  SE  SE    AVERAGE  7.2 146
2025 11 21 22 30  1.8  0.9 10.0  1.5  9.1  SE  SE    AVERAGE  7.2 137
2025 11 21 22 00  1.8  1.1 10.5  1.3  9.5 SSE ESE    AVERAGE  7.5 147
2025 11 21 21 30  1.6  1.0 10.5  1.3  9.1 SSE  SE    AVERAGE  7.2 152
2025 11 21 21 00  1.6  1.0 10.5  1.3  9.1  SE  SE    AVERAGE  7.1 139
2025 11 21 20 30  1.7  1.1 10.0  1.3  9.5  SE SSE    AVERAGE  7.0 139
2025 11 21 20 00  1.7  1.1 10.0  1.3  9.5 SSE  SE    AVERAGE  7.1 147
2025 11 21 19 30  1.8  1.2 10.0  1.4  9.5 SSE  SE    AVERAGE  7.5 148
2025 11 21 19 00  1.9  1.3 10.5  1.4  9.5  SE  SE    AVERAGE  7.5 146
2025 11 21 18 30  1.5  0.9 11.1  1.2  9.1 SSE  SE    AVERAGE  7.0 156
2025 11 21 18 00  1.6  0.9 10.5  1.3  9.5  SE ESE    AVERAGE  7.1 118
2025 11 21 17 30  1.6  1.0 10.5  1.2  9.5  SE   E    AVERAGE  7.4 142
2025 11 21 17 00  1.5  0.9 10.0  1.2  9.5 ESE ESE    AVERAGE  7.2 112
2025 11 21 16 30  1.5  0.9 10.5  1.2  9.5 ESE ESE    AVERAGE  7.2 110
2025 11 21 16 00  1.6  1.1 10.5  1.3  9.5  SE  SE    AVERAGE  7.5 137
2025 11 21 15 30  1.7  1.1 10.5  1.3  9.5   E   E    AVERAGE  7.6  98
2025 11 21 15 00  1.6  1.0 10.5  1.2  9.5 ESE ESE    AVERAGE  7.3 121
2025 11 21 14 30  1.6  0.9 10.0  1.3  9.5 ESE ESE    AVERAGE  7.4 105
2025 11 21 14 00  1.6  1.0 10.5  1.2  9.5 ESE  SE    AVERAGE  7.2 123
2025 11 21 13 30  1.5  0.9 11.1  1.2  9.5  SE ESE    AVERAGE  7.1 132
2025 11 21 13 00  1.6  1.0 10.5  1.3  9.5  SE   E    AVERAGE  7.5 135
2025 11 21 12 30  1.7  1.1 10.5  1.3  9.5 ESE ESE    AVERAGE  7.7 105
2025 11 21 12 00  1.6  1.0 10.0  1.3  9.1  SE ESE    AVERAGE  7.5 135
2025 11 21 11 30  1.6  1.0 10.5  1.3  9.5  SE  SE    AVERAGE  7.4 133
2025 11 21 11 00  1.6  1.0 10.5  1.3  9.5  SE ESE    AVERAGE  7.4 129
2025 11 21 10 30  1.6  0.9 10.0  1.4  9.5  SE ESE    AVERAGE  7.1 133
2025 11 21 10 00  1.7  0.9 10.0  1.4  9.1 ESE ESE    AVERAGE  7.1 113
2025 11 21 09 30  1.8  1.2 10.0  1.4  9.5  SE  SE    AVERAGE  7.6 136
2025 11 21 09 00  1.8  1.1 10.0  1.4  9.5  SE  SE    AVERAGE  7.3 130
2025 11 21 08 30  1.7  1.0 10.0  1.4  9.5  SE  SE    AVERAGE  7.2 141
2025 11 21 08 00  1.8  1.1 10.5  1.4  9.1  SE  SE    AVERAGE  7.4 143
2025 11 21 07 30  1.7  0.9 10.0  1.4  9.5  SE  SE    AVERAGE  7.2 141
2025 11 21 07 00  1.7  1.0 10.0  1.4  9.1  SE  SE    AVERAGE  7.2 133
2025 11 21 06 30  1.7  1.0 10.5  1.4  9.5  SE  SE    AVERAGE  7.1 134
2025 11 21 06 00  1.6  0.9 10.0  1.3  9.5  SE  SE    AVERAGE  6.9 146
2025 11 21 05 30  1.6  1.0 10.0  1.3  9.5  SE  SE    AVERAGE  6.9 137
2025 11 21 05 00  1.7  1.0 10.0  1.3  9.5  SE  SE    AVERAGE  6.8 144
2025 11 21 04 30  1.7  0.9 10.5  1.4  9.5  SE  SE    AVERAGE  6.6 143
2025 11 21 04 00  1.8  1.0 10.5  1.5  9.1 SSE SSE    AVERAGE  6.7 150
2025 11 21 03 30  1.8  1.1 10.5  1.4  9.5  SE  SE    AVERAGE  7.0 138
2025 11 21 03 00  1.8  1.1 10.0  1.4  9.5  SE  SE    AVERAGE  7.2 143
2025 11 21 02 30  1.7  1.0 10.0  1.4  9.5 SSE  SE    AVERAGE  6.8 147
2025 11 21 02 00  1.8  1.1 10.0  1.4  9.5 SSE  SE    AVERAGE  6.7 147
2025 11 21 01 30  1.8  1.1 10.5  1.4  9.5  SE SSE    AVERAGE  6.5 142
2025 11 21 01 00  1.9  1.1 11.1  1.5  8.0  SE  SE    AVERAGE  6.5 133
2025 11 21 00 30  1.9  1.1 10.5  1.5  9.5  SE ESE    AVERAGE  6.6 139
2025 11 21 00 00  1.8  1.1 10.0  1.4  9.5  SE  SE    AVERAGE  6.5 142
2025 11 20 23 30  1.8  1.1 10.0  1.4  9.5  SE  SE    AVERAGE  6.6 138
2025 11 20 23 00  1.8  1.2 10.5  1.4  9.5  SE SSE    AVERAGE  7.0 142
2025 11 20 22 30  1.8  1.1 10.5  1.4  9.5 ESE  SE    AVERAGE  6.8 122
2025 11 20 22 00  2.0  1.3 10.5  1.6  8.3  SE SSE    AVERAGE  7.0 138
2025 11 20 21 30  2.0  1.3 10.5  1.5  9.5  SE SSE    AVERAGE  7.2 126
2025 11 20 21 00  1.8  1.1 10.5  1.4  8.7  SE SSE    AVERAGE  6.9 134
2025 11 20 20 30  1.8  1.1 10.0  1.4  9.5 SSE  SE    AVERAGE  7.0 147
2025 11 20 20 00  1.8  1.1 10.0  1.4  9.5 SSE SSE    AVERAGE  7.2 147
2025 11 20 19 30  1.8  1.2 10.5  1.3  9.5 SSE  SE    AVERAGE  7.5 154
2025 11 20 19 00  1.8  1.2 10.5  1.4  9.1  SE SSE    AVERAGE  7.8 144
2025 11 20 18 30  1.8  1.2 10.5  1.4  9.1  SE SSE    AVERAGE  8.0 136
2025 11 20 18 00  1.8  1.2 10.0  1.3  9.5 SSE  SE    AVERAGE  8.0 144
2025 11 20 17 30  1.6  1.1 11.1  1.2  9.5  SE SSE    AVERAGE  7.4 146
2025 11 20 17 00  1.7  1.1 10.0  1.4  9.5  SE  SE    AVERAGE  7.2 139
2025 11 20 16 30  1.7  1.0 10.5  1.3  9.5 ESE ESE    AVERAGE  7.0 115
2025 11 20 16 00  1.8  1.1 10.0  1.4  9.5 SSE SSE    AVERAGE  7.3 151
2025 11 20 15 30  1.6  1.0 10.5  1.3  9.5  SE ESE    AVERAGE  6.9 128
2025 11 20 15 00  1.6  1.0 10.0  1.3  9.5 SSE  SE    AVERAGE  7.0 139
2025 11 20 14 30  1.6  0.9 10.5  1.3  9.5  SE ESE    AVERAGE  7.2 121
2025 11 20 14 00  1.6  1.0 10.5  1.2  9.5  SE   E    AVERAGE  7.5 132
2025 11 20 13 30  1.7  1.1 10.0  1.3  9.5 ESE ESE    AVERAGE  7.5 122
2025 11 20 13 00  1.6  0.9 10.5  1.4  9.1 ESE ESE    AVERAGE  7.3 122
2025 11 20 12 30  1.6  1.0 10.5  1.3  9.5  SE  SE    AVERAGE  7.4 140
2025 11 20 12 00  1.7  1.1 10.0  1.3  9.5  SE  SE    AVERAGE  7.3 139
2025 11 20 11 30  1.6  1.0 11.1  1.3  9.1  NE   E    AVERAGE  7.2  48
2025 11 20 11 00  1.7  1.0 10.5  1.4  9.1  SE ESE    AVERAGE  7.3 134
2025 11 20 10 30  1.8  1.1 10.5  1.4  9.5 SSE  SE    AVERAGE  7.5 152
2025 11 20 10 00  1.9  1.2 10.0  1.5  9.5  SE  SE    AVERAGE  7.6 146
2025 11 20 09 30  1.7  1.1 10.5  1.3  9.5  SE  SE    AVERAGE  7.4 135
2025 11 20 09 00  1.8  1.1 10.5  1.4  9.5  SE  SE    AVERAGE  7.6 126
2025 11 20 08 30  1.6  0.9 10.0  1.4  9.5 SSE  SE    AVERAGE  7.4 141
2025 11 20 08 00  1.8  1.1 10.5  1.4  9.1  SE ESE    AVERAGE  7.6 136
2025 11 20 07 30  1.8  1.1 10.0  1.4  9.1 ESE   E    AVERAGE  7.3 107
2025 11 20 07 00  1.6  1.1 10.5  1.2  9.5  SE ESE    AVERAGE  7.6 129
2025 11 20 06 30  1.8  1.1 10.5  1.4  9.5  SE  SE    AVERAGE  7.7 130
2025 11 20 06 00  1.7  1.1 10.5  1.4  9.5  SE  SE    AVERAGE  7.5 136
2025 11 20 05 30  1.7  1.0 10.0  1.4  9.5  SE ESE    AVERAGE  7.4 120
2025 11 20 05 00  1.7  1.1 10.5  1.3  9.5  SE ESE    AVERAGE  7.6 140
2025 11 20 04 30  1.8  1.1 10.5  1.4  9.5  SE  SE    AVERAGE  7.8 145
2025 11 20 04 00  1.9  1.3 10.5  1.4  8.7 ESE ESE    AVERAGE  8.1 118
2025 11 20 03 30  1.8  1.0 10.5  1.4  8.0 ESE   E    AVERAGE  7.6 122
2025 11 20 03 00  1.6  1.0 10.0  1.2  9.1  SE   E    AVERAGE  7.7 124
2025 11 20 02 30  1.7  1.2 10.5  1.3  8.7 ESE   E    AVERAGE  7.7 115
2025 11 20 02 00  1.7  1.1 10.0  1.2  9.5 ESE ESE    AVERAGE  7.7 119
2025 11 20 01 30  1.7  1.1 10.5  1.3  9.5  SE   E    AVERAGE  7.7 136
2025 11 20 01 00  1.9  1.4 10.5  1.4  9.5  SE   E      SWELL  8.2 138
2025 11 20 00 30  1.9  1.3 10.5  1.3  9.5  SE   E      SWELL  8.3 136
2025 11 20 00 00  1.9  1.2 10.5  1.4  9.1 ESE ESE    AVERAGE  8.3 120
2025 11 19 23 30  1.7  1.1 10.0  1.3  9.5  SE  SE    AVERAGE  8.2 127
2025 11 19 23 00  1.6  1.1 11.1  1.2  9.5  SE  SE    AVERAGE  7.9 138
2025 11 19 22 30  1.8  1.2 10.5  1.3  9.5  SE ESE    AVERAGE  8.2 115
2025 11 19 22 00  1.7  1.2 10.5  1.2  9.5  SE ESE      SWELL  8.6 138
2025 11 19 21 30  1.9  1.3 10.0  1.4  9.5  SE  SE    AVERAGE  8.6 140
2025 11 19 21 00  1.7  1.2 10.5  1.2  9.1  SE  SE      SWELL  8.5 134
2025 11 19 20 30  1.6  1.1 11.1  1.2  9.1 SSE   E    AVERAGE  8.3 147
2025 11 19 20 00  1.7  1.2 10.5  1.2  9.5 SSE  SE      SWELL  8.4 151
2025 11 19 19 30  1.7  1.3 10.5  1.1  9.5  SE  SE      SWELL  8.6 132
2025 11 19 19 00  1.7  1.1 10.0  1.2  9.5  SE  SE    AVERAGE  8.4 126
2025 11 19 18 30  1.7  1.2 11.1  1.2  9.5  SE ESE      SWELL  8.4 134
2025 11 19 18 00  1.7  1.1 10.5  1.3  9.5  SE  SE    AVERAGE  8.3 138
2025 11 19 17 30  1.7  1.3 10.5  1.2  9.5  SE  SE      SWELL  8.6 136
2025 11 19 17 00  1.6  1.1 11.1  1.1  9.5 SSE   E      SWELL  8.5 149
2025 11 19 16 30  1.6  1.1 11.1  1.2  9.1 ESE ENE    AVERAGE  8.4 111
2025 11 19 16 00  1.7  1.1 11.1  1.2  9.5 ESE   E    AVERAGE  8.1 120
2025 11 19 15 30  1.5  1.0 11.1  1.1  9.1  SE ESE    AVERAGE  8.0 128
2025 11 19 15 00  1.7  1.1 11.1  1.2  9.5 ESE ESE    AVERAGE  8.2 115
2025 11 19 14 30  1.7  1.2 10.5  1.2  9.1 ESE  NE      SWELL  8.2 106
2025 11 19 14 00  1.6  1.1 10.0  1.1  9.5  SE  SE      SWELL  7.6 138
2025 11 19 13 30  1.8  1.2 10.5  1.2  9.5  SE   E      SWELL  8.0 129
2025 11 19 13 00  1.6  1.1 10.0  1.2  9.5 ESE ENE    AVERAGE  7.5 122
2025 11 19 12 30  1.7  1.2 10.5  1.2  9.5 ENE ESE      SWELL  7.5  69
2025 11 19 12 00  1.8  1.2 10.0  1.3  9.5  SE ESE    AVERAGE  7.8 124
2025 11 19 11 30  1.6  1.1 10.0  1.2  9.5   E ENE    AVERAGE  7.4  95
2025 11 19 11 00  1.7  1.2 10.0  1.2  9.5  SE  SE      SWELL  7.7 125
2025 11 19 10 30  1.7  1.2 10.0  1.2  9.5 ESE   E      SWELL  7.5 117
2025 11 19 10 00  1.7  1.2 10.0  1.3  9.5  SE  SE    AVERAGE  7.5 129
2025 11 19 09 30  1.7  1.2 10.0  1.3  9.5  SE  SE    AVERAGE  7.8 139
2025 11 19 09 00  1.8  1.2 10.5  1.3  9.5 SSE ESE    AVERAGE  8.0 150
2025 11 19 08 30  1.8  1.2 11.1  1.3  9.5 SSE ESE    AVERAGE  8.0 165
2025 11 19 08 00  1.8  1.3 10.0  1.3  9.5 ESE  SE      SWELL  8.0 115
2025 11 19 07 30  1.8  1.2 10.5  1.3  9.5   E ESE    AVERAGE  8.0 103
2025 11 19 07 00  1.8  1.2 10.5  1.3  8.7 ESE ESE    AVERAGE  8.2 103
2025 11 19 06 30  1.8  1.3 10.5  1.3  9.5  SE  SE      SWELL  8.3 138
2025 11 19 06 00  1.9  1.4 11.8  1.3  9.5   S SSE      SWELL  8.3 171
2025 11 19 05 30  1.8  1.3 10.5  1.3  9.5   E  SE      SWELL  8.2  98
2025 11 19 05 00  1.9  1.3 11.8  1.4  9.5 SSE ESE    AVERAGE  8.3 167
2025 11 19 04 30  1.8  1.3 10.5  1.2  9.5  SE ESE      SWELL  8.2 144
2025 11 19 04 00  1.6  1.1 11.1  1.2  9.5 SSE   E    AVERAGE  7.7 155
2025 11 19 03 30  1.8  1.2 10.0  1.2  9.5   E   E      SWELL  7.9  92
2025 11 19 03 00  1.7  1.2 10.5  1.2  9.5 ESE   E      SWELL  7.7 116
2025 11 19 02 30  1.7  1.2 11.1  1.2  9.5  SE  NE      SWELL  8.1 127
2025 11 19 02 00  1.8  1.3 10.5  1.2  9.5 ESE   E      SWELL  8.2 103
2025 11 19 01 30  1.8  1.2 11.1  1.2  9.5   E ENE      SWELL  8.0  84
2025 11 19 01 00  1.9  1.3 10.5  1.4  9.5 ESE ESE    AVERAGE  7.9 122
2025 11 19 00 30  1.8  1.2 10.0  1.3  9.5 ESE   E    AVERAGE  8.0 104
2025 11 19 00 00  1.8  1.2 10.5  1.4  9.1 ENE   E    AVERAGE  7.8  69
2025 11 18 23 30  1.7  1.1 11.1  1.3  9.5   E  SE    AVERAGE  7.7  85
2025 11 18 23 00  1.8  1.2 11.1  1.3  9.5  SE SSE    AVERAGE  7.7 138
2025 11 18 22 30  1.8  1.2 10.0  1.3  9.5 ESE  SE    AVERAGE  7.6 121
2025 11 18 22 00  1.7  1.2 11.1  1.3  9.5  SE   E    AVERAGE  7.8 133
2025 11 18 21 30  1.8  1.2 10.5  1.3  9.5  SE   E    AVERAGE  7.9 126
2025 11 18 21 00  1.8  1.2 10.5  1.3  8.7 SSE  SE    AVERAGE  7.8 151
2025 11 18 20 30  1.7  1.1 10.5  1.3  9.1 ESE SSE    AVERAGE  7.4 121
2025 11 18 20 00  1.7  1.2 10.5  1.3  9.5   E SSE    AVERAGE  7.5  83
2025 11 18 19 30  1.6  1.1 11.1  1.2  9.5 ENE   E    AVERAGE  7.2  69
2025 11 18 19 00  1.7  1.2 10.5  1.2  9.5  SE ESE      SWELL  7.6 135
2025 11 18 18 30  1.7  1.2 10.0  1.3  9.5 SSE SSE    AVERAGE  7.8 153
2025 11 18 18 00  1.6  1.1 10.5  1.2  9.5  SE   E    AVERAGE  7.3 129
2025 11 18 17 30  1.8  1.3 10.5  1.3  9.5   E ESE      SWELL  8.1  91
2025 11 18 17 00  1.8  1.2 11.8  1.3  9.5  SE ESE    AVERAGE  8.0 141
2025 11 18 16 30  1.9  1.4 10.5  1.4  9.5  SE  SE      SWELL  8.3 139
2025 11 18 16 00  1.9  1.3 10.5  1.3  9.5  SE  SE      SWELL  8.2 133
2025 11 18 15 30  1.7  1.2 11.1  1.2  9.5  SE ESE      SWELL  8.1 131
2025 11 18 15 00  1.8  1.3 11.1  1.3  9.1 ESE  SE      SWELL  8.3 103
2025 11 18 14 30  1.7  1.2 11.1  1.2  9.5  SE ENE      SWELL  8.2 134
2025 11 18 14 00  1.7  1.2 10.0  1.2  9.5 ESE ENE      SWELL  8.1 108
2025 11 18 13 30  1.7  1.1 10.0  1.3  9.5 ENE   E    AVERAGE  8.0  86
2025 11 18 13 00  1.6  1.1 11.1  1.1  9.1  SE ENE      SWELL  7.9 136
2025 11 18 12 30  1.8  1.3 11.8  1.1  9.5 ESE ENE      SWELL  8.4 115
2025 11 18 12 00  1.7  1.2 11.1  1.2  9.5  NE ENE      SWELL  8.2  41
2025 11 18 11 30  1.6  1.0 10.0  1.2  9.5 ESE ENE    AVERAGE  7.7 104
2025 11 18 11 00  1.6  1.1 11.1  1.2  9.5 ESE ENE    AVERAGE  8.0 107
2025 11 18 10 30  1.7  1.1 11.1  1.2  9.1  SE ESE    AVERAGE  8.0 131
2025 11 18 10 00  1.8  1.3 11.1  1.3  8.3   E   E      SWELL  8.3  84
